code,1m,3m,6m,12m
007070,7.415254237288127,12.666666666666671,14.965986394557817,71.1681296421337
007110,-27.19614921780987,-33.66228070175439,-25.123762376237625,-47.39130434782609
007120,-35.11221945137157,6.726825266611969,59.43627450980393,27.67419038272816
007160,-15.955473098330241,-28.885400313971743,-10.650887573964496,26.890756302521
007210,-17.638554216867476,-12.583120204603581,-3.6097010716300004,-29.525773195876294
007280,63.71391076115485,80.14440433212997,56.03502188868043,41.76136363636365
007310,-7.25034199726402,-15.355805243445698,-13.076923076923075,-15.249999999999996
007330,3.93258426966292,-17.716827279466273,6.321839080459779,30.128956623681134
007340,10.831234256926958,40.12738853503184,87.63326226012794,115.15892420537898
007370,-6.131078224101483,-13.786407766990294,-17.16417910447762,-26.973684210526315
007390,57.560975609756106,36.28691983122363,16.817359855334544,19.62962962962962
007460,1251.5358361774745,783.9285714285713,428.0,478.1021897810219
007530,-14.028056112224451,-15.5511811023622,-23.25581395348837,-11.728395061728392
007540,-13.403041825095052,-17.48188405797102,-11.03515625,7.556080283353017
007570,-21.58894645941278,-30.421455938697317,-30.421455938697317,-26.118795768917824
007575,-25.06787330316742,-36.209553158705695,-36.209553158705695,-32.846715328467155
007590,-0.666666666666671,-0.16750418760469454,-2.1346469622331665,-2.1346469622331665
007610,181.0,181.0,181.0,181.0
007660,-15.113182423435422,26.865671641791057,-3.041825095057038,242.74193548387095
007680,-12.83482142857143,-2.8606965174129306,-12.639821029082777,-13.796909492273734
007690,-17.668711656441715,-15.063291139240508,1.2066365007541435,-2.186588921282795
007700,-6.259863229879015,-17.308584686774942,-9.12799592044875,43.36283185840708
007720,-19.70802919708029,-46.42857142857143,-51.89504373177842,-63.374028856825745
007770,-1.5483870967741953,-6.8376068376068355,-10.235294117647054,-24.07960199004975
007810,22.807017543859654,86.35607321131447,248.36702954898914,978.9980732177264
007815,4.4334975369458185,21.142857142857153,85.15283842794761,253.92320534223705
00781K,22.0089571337172,39.604685212298676,78.55805243445693,244.84629294755877
007820,-11.94605009633911,-19.257950530035338,22.520107238605892,-1.1891891891891881
007860,-4.416403785488954,-19.12811387900356,-2.676659528907921,25.72614107883817
007980,-15.186915887850471,-11.678832116788318,-9.701492537313428,39.83050847457628
008040,-9.23379174852652,-16.53116531165312,-18.230088495575224,-14.681440443213301
008060,27.754615842763553,85.87521663778163,108.86075949367088,175.70694087403598
00806K,21.25560538116591,44.44444444444444,45.37634408602151,70.7070707070707
008250,-21.532846715328468,-28.333333333333332,-29.815016322089228,-43.717277486911
008260,-12.93333333333333,-12.231182795698924,-2.5373134328358193,-6.1781609195402325
008290,44.976076555023916,79.82195845697329,22.424242424242415,16.538461538461547
008350,-31.96467991169978,21.052631578947366,49.17715392061957,9.36834634492547
008355,-14.691270404542234,-16.41168289290682,-2.276422764227637,-19.00269541778976
008370,-3.0828516377649273,3.9256198347107363,-3.2692307692307687,24.197530864197535
008420,-7.773109243697474,2.5700934579439227,7.59803921568627,-7.966457023060791
008470,-12.983770287141072,-7.926023778071334,-12.547051442910917,3.106508875739644
008490,6.707317073170738,-10.63829787234043,-16.996047430830043,46.64804469273742
008500,-33.04964539007093,-37.06666666666667,-90.06315789473685,-92.86200378071834
008600,0.0,745.1612903225806,726.4984227129338,278.0663780663781
008700,-19.279519679786528,-6.779661016949157,-6.779661016949157,-20.966688438928806
008730,-23.251417769376182,-27.62923351158645,-33.55155482815058,-25.36764705882353
008770,-2.4691358024691357,14.849428868120462,15.208333333333336,25.1131221719457
008775,-8.11170212765957,-5.858310626703,-12.309644670050757,1.9174041297935096
008830,-15.294117647058824,-31.851851851851855,10.917615539182846,-21.142857142857142
008870,-2.882483370288247,-13.095238095238093,-20.508166969147002,-19.33701657458563
008930,-18.29896907216495,-25.499412455934202,-21.631644004944373,11.228070175438587
008970,-21.232876712328764,-20.899470899470895,-28.639618138424815,7.708933717579258
009070,-15.131578947368418,-31.382978723404253,2.3809523809523725,33.16129032258064
009140,12.93103448275863,26.570048309178752,30.024813895781644,33.401221995926676
009150,138.88888888888889,390.45092838196285,758.0046403712297,1462.9754860524092
009155,91.23376623376625,287.5,490.1803607214429,970.9090909090909
009160,-4.299065420560744,-2.2900763358778664,7.0010449320794255,27.363184079601986
009180,-6.774193548387098,-4.934210526315786,9.056603773584904,33.48729792147807
009190,35.627530364372475,57.89473684210527,42.35127478753542,15.252293577981657
009200,-22.701421800947863,-20.244498777506116,-18.85572139303483,-24.490740740740748
009240,-20.7741935483871,-34.95762711864406,-33.549783549783555,-25.845410628019327
009270,-18.240807498197555,-25.34562211981567,-20.309205903021788,-36.57718120805369
009290,-15.309842041312272,-32.98076923076923,16.36060100166945,26.727272727272734
009300,-7.6970443349753666,-7.526218383713756,-10.560859188544159,-11.771630370806353
009310,400.4694835680751,475.5939524838013,364.6904969485615,1783.3922261484097
009320,-6.873184898354312,-13.176895306859205,-1.434426229508201,-5.0345508390918114
009410,-15.753086419753082,-3.833145434047347,6.3591022443890255,-43.41625207296849
009415,-34.514637904468415,19.549929676511944,77.63845350052247,-26.787252368647717
009420,24.007936507936513,13.43012704174229,35.13513513513513,134.52157598499062
009440,0.0,0.0,0.0,0.0
009450,1.4084507042253502,5.417276720351394,21.416526138279934,-5.511811023622048
009460,291.2621359223301,307.0707070707071,262.41007194244605,168.66666666666666
009470,-13.475935828877006,-12.82327586206896,29.85553772070626,42.17926186291741
009520,-15.604616156547912,-17.549019607843142,8.306503541532528,38.778877887788774
009540,-9.97830802603037,-8.185840707964598,-4.9255441008018375,48.21428571428572
009580,-35.987748851454825,-16.232464929859724,-16.73306772908366,-28.547008547008545
009620,-24.07407407407407,-56.993006993007,-61.361256544502616,-73.78330373001776
009680,-7.522935779816509,-9.51526032315978,-6.232558139534882,2.6476578411405383
009730,-46.875,-62.278106508875744,-66.09042553191489,-74.57627118644068
009770,-9.999999999999998,-20.028208744710863,-7.201309328968907,6.779661016949157
009780,-9.256661991584858,-18.718592964824122,-24.061032863849764,2.535657686212356
009810,71.02321582115219,64.65231788079471,605.3191489361702,552.1311475409835
009830,-13.034188034188032,-23.207547169811317,45.09803921568627,33.66174055829227
009835,-12.126865671641795,-23.039215686274506,8.775981524249431,-7.100591715976334
009900,-16.416666666666668,5.578947368421061,17.30994152046783,24.751243781094523
009970,-9.907834101382484,-13.303769401330378,18.26981246218995,101.13168724279835
010040,-16.33788568538189,-21.425178147268408,-21.050119331742245,-28.86021505376344
010060,13.043478260869556,138.8451443569554,224.42067736185382,463.46749226006193
010100,-3.7199124726477018,-19.561243144424132,18.438761776581437,9.589041095890405
010120,13.59447004608294,-64.32706222865411,-47.5531914893617,14.385150812064973
010130,-18.45878136200717,-17.91942273000602,23.753399818676346,77.04280155642023
010140,-16.470588235294116,-3.7288135593220306,8.3969465648855,90.86021505376345
010170,62.36033519553072,465.6934306569343,1004.5130641330167,3840.677966101695
010240,-4.378283712784592,0.3676470588235281,7.48031496062993,4.798464491362764
010280,495.6331877729258,533.2404828226555,595.2089704383283,757.8616352201259
010400,-8.048780487804875,-2.3316062176165775,8.022922636103157,43.0740037950664
010470,-10.13289036544851,-11.456628477905074,-4.416961130742047,-11.456628477905074
010580,20.192307692307686,16.550116550116556,16.279069767441868,108.33333333333334
010640,-17.350427350427356,-33.76712328767123,-56.97441601779756,-52.771672771672776
